CHROM	GENE	GENENAME	TRAIT	TRAITNAME	PVAL	LOG10P	FDR	P<1e-9	ANNOTATION
7	ENSG00000091140	DLD	p30240	Reticulocyte percentage	1.40E-05	4.8528	0.01671273366	0	HIC
7	ENSG00000169871	TRIM56	p30010	Red blood cell count	1.42E-05	4.84634	0.01692966457	0	HIC
2	ENSG00000115232	ITGA4	p30130	Monocyte count	1.43E-05	4.84418	0.01695969236	0	HIC
16	ENSG00000159723	AGRP	p30760	HDL Cholesterol	1.43E-05	4.84366	0.01695969236	0	HIC
3	ENSG00000010319	SEMA3G	p30250	Reticulocyte count	1.44E-05	4.84267	0.01695969236	0	HIC
17	ENSG00000094804	CDC6	p30190	Monocyte percentage	1.44E-05	4.84171	0.01695969236	0	HIC
11	ENSG00000168092	PAFAH1B2	p30270	Mean sphered cell volume	1.44E-05	4.8413	0.01695969236	0	HIC
1	ENSG00000116675	DNAJC6	p30710	C-reactive protein	1.45E-05	4.83938	0.01700156536	0	HIC
15	ENSG00000166557	TMED3	p30130	Monocyte count	1.51E-05	4.82044	0.0177248066	0	HIC
17	ENSG00000131747	TOP2A	p30140	Neutrophill count	1.52E-05	4.81804	0.0177883535	0	HIC
3	ENSG00000259956	RBM15B	p30210	Eosinophill percentage	1.56E-05	4.8076	0.01818576779	0	HIC
11	ENSG00000152219	ARL14EP	p30700	Creatinine	1.56E-05	4.80664	0.01819068983	0	HIC
4	ENSG00000109519	GRPEL1	p30180	Lymphocyte percentage	1.56E-05	4.80578	0.01819149231	0	HIC
7	ENSG00000106397	PLOD3	p30010	Red blood cell count	1.60E-05	4.79493	0.01857982044	0	HIC
7	ENSG00000106400	ZNHIT1	p30010	Red blood cell count	1.60E-05	4.79493	0.01857982044	0	HIC
17	ENSG00000108309	RUNDC3A	p30270	Mean sphered cell volume	1.61E-05	4.79344	0.0186078213	0	HIC
22	ENSG00000099968	BCL2L13	p30140	Neutrophill count	1.62E-05	4.79109	0.01863620947	0	HIC
22	ENSG00000131100	ATP6V1E1	p30140	Neutrophill count	1.62E-05	4.79109	0.01863620947	0	HIC
20	ENSG00000088320	REM1	p30150	Eosinophill count	1.62E-05	4.78945	0.01863620947	0	HIC
20	ENSG00000180383	DEFB124	p30150	Eosinophill count	1.62E-05	4.78945	0.01863620947	0	HIC
12	ENSG00000111300	NAA25	p30270	Mean sphered cell volume	1.63E-05	4.78797	0.01866420805	0	HIC
4	ENSG00000186222	BLOC1S4	p30180	Lymphocyte percentage	1.67E-05	4.77665	0.01912067088	0	HIC
15	ENSG00000140395	WDR61	p30010	Red blood cell count	1.68E-05	4.77365	0.01921667544	0	HIC
11	ENSG00000132256	TRIM5	p30640	Apolipoprotein B	1.73E-05	4.76121	0.01962611545	0	HIC
11	ENSG00000167346	MMP26	p30640	Apolipoprotein B	1.73E-05	4.76121	0.01962611545	0	HIC
11	ENSG00000184478	OR56A3	p30640	Apolipoprotein B	1.73E-05	4.76121	0.01962611545	0	HIC
11	ENSG00000280021	OR51F1	p30640	Apolipoprotein B	1.73E-05	4.76121	0.01962611545	0	HIC
7	ENSG00000106245	BUD31	p30750	Glycated haemoglobin (HbA1c)	1.76E-05	4.75437	0.01990019069	0	HIC
2	ENSG00000174279	EVX2	p30020	Haemoglobin concentration	1.77E-05	4.75271	0.0199389214	0	HIC
11	ENSG00000162302	RPS6KA4	p30290	High light scatter reticulocyte percentage	1.79E-05	4.74821	0.02010886754	0	HIC
2	ENSG00000127837	AAMP	p30190	Monocyte percentage	1.80E-05	4.74562	0.02019133751	0	HIC
15	ENSG00000051180	RAD51	p30140	Neutrophill count	1.85E-05	4.73243	0.02077514581	0	HIC
2	ENSG00000128710	HOXD10	p30020	Haemoglobin concentration	1.86E-05	4.73051	0.02082833646	0	HIC
6	ENSG00000124508	BTN2A2	p30300	High light scatter reticulocyte count	1.87E-05	4.72792	0.02091397549	0	HIC
2	ENSG00000128714	HOXD13	p30030	Haematocrit percentage	1.89E-05	4.72245	0.02113976257	0	HIC
17	ENSG00000166750	SLFN5	p30240	Reticulocyte percentage	1.90E-05	4.72124	0.02115948584	0	HIC
17	ENSG00000132514	CLEC10A	p30860	Total protein	1.93E-05	4.71411	0.02146997829	0	HIC
17	ENSG00000181323	SPEM1	p30860	Total protein	1.98E-05	4.70259	0.02200642945	0	HIC
7	ENSG00000205277	MUC12	p30010	Red blood cell count	2.03E-05	4.69196	0.02251018378	0	HIC
17	ENSG00000175826	CTDNEP1	p30850	Testosterone	2.04E-05	4.68946	0.02259851859	0	HIC
1	ENSG00000188404	SELL	p30770	IGF-1	2.07E-05	4.68309	0.02289034657	0	HIC
15	ENSG00000103966	EHD4	p30620	Alanine aminotransferase	2.09E-05	4.67977	0.02298166787	0	HIC
15	ENSG00000174197	MGA	p30620	Alanine aminotransferase	2.09E-05	4.67977	0.02298166787	0	HIC
2	ENSG00000115211	EIF2B4	p30870	Triglycerides	2.15E-05	4.6678	0.02353783564	0	HIC
2	ENSG00000115234	SNX17	p30870	Triglycerides	2.15E-05	4.6678	0.02353783564	0	HIC
2	ENSG00000170178	HOXD12	p30030	Haematocrit percentage	2.17E-05	4.66275	0.02376661174	0	HIC
20	ENSG00000172216	CEBPB	p30260	Mean reticulocyte volume	2.18E-05	4.66202	0.02376661174	0	HIC
1	ENSG00000196266	OR10J3	p30710	C-reactive protein	2.21E-05	4.6551	0.0240964874	0	HIC
17	ENSG00000175155	YPEL2	p30190	Monocyte percentage	2.22E-05	4.65446	0.0240964874	0	HIC
2	ENSG00000128713	HOXD11	p30020	Haemoglobin concentration	2.23E-05	4.65209	0.02418461096	0	HIC
19	ENSG00000161914	ZNF653	p30690	Cholesterol	2.24E-05	4.65063	0.02422232836	0	HIC
9	ENSG00000136877	FPGS	p30030	Haematocrit percentage	2.28E-05	4.64158	0.02468789597	0	HIC
7	ENSG00000106244	PDAP1	p30750	Glycated haemoglobin (HbA1c)	2.35E-05	4.6295	0.02533866181	0	HIC
10	ENSG00000138180	CEP55	p30120	Lymphocyte count	2.37E-05	4.62575	0.02551259714	0	HIC
19	ENSG00000108106	UBE2S	p30180	Lymphocyte percentage	2.40E-05	4.6205	0.02573598788	0	HIC
11	ENSG00000168071	CCDC88B	p30290	High light scatter reticulocyte percentage	2.40E-05	4.62041	0.02573598788	0	HIC
12	ENSG00000175970	UNC119B	p30280	Immature reticulocyte fraction	2.45E-05	4.61061	0.02627640875	0	HIC
1	ENSG00000135845	PIGC	p30110	Platelet distribution width	2.49E-05	4.60408	0.0266270194	0	HIC
3	ENSG00000164086	DUSP7	p30870	Triglycerides	2.51E-05	4.60101	0.02676828056	0	HIC
10	ENSG00000095637	SORBS1	p30110	Platelet distribution width	2.53E-05	4.59633	0.0270103223	0	HIC
17	ENSG00000174327	SLC16A13	p30710	C-reactive protein	2.54E-05	4.59496	0.02704770509	0	HIC
2	ENSG00000064989	CALCRL	p30150	Eosinophill count	2.55E-05	4.59311	0.02711517671	0	HIC
11	ENSG00000168092	PAFAH1B2	p30260	Mean reticulocyte volume	2.57E-05	4.59037	0.02723866456	0	HIC
10	ENSG00000107863	ARHGAP21	p30290	High light scatter reticulocyte percentage	2.62E-05	4.58243	0.02769239608	0	HIC
17	ENSG00000141161	UNC45B	p30250	Reticulocyte count	2.62E-05	4.58129	0.02771638619	0	HIC
17	ENSG00000167858	TEKT1	p30650	Aspartate aminotransferase	2.65E-05	4.57756	0.02788155413	0	HIC
17	ENSG00000167447	SMG8	p30130	Monocyte count	2.65E-05	4.57641	0.02788155413	0	HIC
11	ENSG00000110536	PTPMT1	p30130	Monocyte count	2.66E-05	4.57543	0.02788155413	0	HIC
11	ENSG00000149187	CELF1	p30130	Monocyte count	2.66E-05	4.57543	0.02788155413	0	HIC
10	ENSG00000107863	ARHGAP21	p30300	High light scatter reticulocyte count	2.66E-05	4.57491	0.02788155413	0	HIC
17	ENSG00000131746	TNS4	p30080	Platelet count	2.69E-05	4.56998	0.02812201185	0	HIC
19	ENSG00000125650	PSPN	p30090	Platelet crit	2.69E-05	4.56967	0.02812201185	0	HIC
19	ENSG00000125652	ALKBH7	p30090	Platelet crit	2.70E-05	4.56836	0.02815808121	0	HIC
2	ENSG00000084764	MAPRE3	p30870	Triglycerides	2.73E-05	4.56326	0.02839424378	0	HIC
12	ENSG00000111775	COX6A1	p30290	High light scatter reticulocyte percentage	2.73E-05	4.56323	0.02839424378	0	HIC
19	ENSG00000125726	CD70	p30090	Platelet crit	2.79E-05	4.55488	0.02884713839	0	HIC
17	ENSG00000131747	TOP2A	p30000	White blood cell count	2.79E-05	4.55486	0.02884713839	0	HIC
11	ENSG00000172247	C1QTNF4	p30130	Monocyte count	2.80E-05	4.55209	0.02898183541	0	HIC
17	ENSG00000174326	SLC16A11	p30710	C-reactive protein	2.83E-05	4.54873	0.02915683073	0	HIC
20	ENSG00000198646	NCOA6	p30710	C-reactive protein	2.87E-05	4.54161	0.02958802815	0	HIC
8	ENSG00000147536	GINS4	p30270	Mean sphered cell volume	2.89E-05	4.53889	0.02972302483	0	HIC
2	ENSG00000128654	MTX2	p30020	Haemoglobin concentration	3.02E-05	4.5203	0.03097000349	0	HIC
9	ENSG00000106701	FSD1L	p30690	Cholesterol	3.04E-05	4.51685	0.03113017372	0	HIC
17	ENSG00000277258	PCGF2	p30010	Red blood cell count	3.04E-05	4.51658	0.03113017372	0	HIC
17	ENSG00000171532	NEUROD2	p30150	Eosinophill count	3.15E-05	4.50124	0.03216524463	0	HIC
11	ENSG00000167332	OR51E2	p30640	Apolipoprotein B	3.16E-05	4.5009	0.03216524463	0	HIC
17	ENSG00000188895	MSL1	p30190	Monocyte percentage	3.24E-05	4.48879	0.03301880789	0	HIC
6	ENSG00000118513	MYB	p30070	Red blood cell distribution width	3.26E-05	4.48693	0.03310450997	0	HIC
22	ENSG00000100385	IL2RB	p30020	Haemoglobin concentration	3.41E-05	4.46716	0.03458789859	0	HIC
6	ENSG00000186470	BTN3A2	p30300	High light scatter reticulocyte count	3.51E-05	4.45451	0.03555023086	0	HIC
20	ENSG00000244687	UBE2V1	p30260	Mean reticulocyte volume	3.53E-05	4.45219	0.03568057994	0	HIC
1	ENSG00000160087	UBE2J2	p30650	Aspartate aminotransferase	3.54E-05	4.45129	0.03569173718	0	HIC
2	ENSG00000174279	EVX2	p30030	Haematocrit percentage	3.55E-05	4.45034	0.03569173718	0	HIC
7	ENSG00000091140	DLD	p30250	Reticulocyte count	3.55E-05	4.44987	0.03569173718	0	HIC
7	ENSG00000146955	RAB19	p30080	Platelet count	3.57E-05	4.44697	0.03581357042	0	HIC
19	ENSG00000237521	OR7E24	p30680	Calcium	3.57E-05	4.44694	0.03581357042	0	HIC
17	ENSG00000131759	RARA	p30000	White blood cell count	3.59E-05	4.44532	0.03588759857	0	HIC
1	ENSG00000263528	IKBKE	p30870	Triglycerides	3.60E-05	4.44323	0.03600081885	0	HIC
6	ENSG00000146411	SLC2A12	p30080	Platelet count	3.64E-05	4.43895	0.0362970691	0	HIC
11	ENSG00000149577	SIDT2	p30260	Mean reticulocyte volume	3.69E-05	4.43291	0.03674446528	0	HIC
12	ENSG00000111775	COX6A1	p30300	High light scatter reticulocyte count	3.78E-05	4.42292	0.03739256791	0	HIC
17	ENSG00000174282	ZBTB4	p30850	Testosterone	3.78E-05	4.42245	0.03739256791	0	HIC
17	ENSG00000181222	POLR2A	p30850	Testosterone	3.78E-05	4.42245	0.03739256791	0	HIC
17	ENSG00000259224	SLC35G6	p30850	Testosterone	3.78E-05	4.42245	0.03739256791	0	HIC
17	ENSG00000161940	BCL6B	p30860	Total protein	3.81E-05	4.41876	0.037649705	0	HIC
15	ENSG00000169105	CHST14	p30140	Neutrophill count	3.88E-05	4.41168	0.03819861883	0	HIC
19	ENSG00000130176	CNN1	p30690	Cholesterol	3.88E-05	4.41105	0.03819861883	0	HIC
7	ENSG00000157800	SLC37A3	p30080	Platelet count	3.89E-05	4.40959	0.03826462383	0	HIC
9	ENSG00000136877	FPGS	p30020	Haemoglobin concentration	3.90E-05	4.40876	0.03827528171	0	HIC
2	ENSG00000128710	HOXD10	p30030	Haematocrit percentage	3.92E-05	4.40694	0.0383734193	0	HIC
7	ENSG00000085514	PILRA	p30070	Red blood cell distribution width	3.97E-05	4.40091	0.03884666627	0	HIC
22	ENSG00000100055	CYTH4	p30020	Haemoglobin concentration	3.98E-05	4.39965	0.03889628809	0	HIC
12	ENSG00000175970	UNC119B	p30300	High light scatter reticulocyte count	4.00E-05	4.39767	0.03901069668	0	HIC
11	ENSG00000129749	CHRNA10	p30810	Phosphate	4.05E-05	4.39292	0.0393758911	0	HIC
1	ENSG00000000457	SCYL3	p30770	IGF-1	4.06E-05	4.39165	0.03942740748	0	HIC
11	ENSG00000087884	AAMDC	p30210	Eosinophill percentage	4.07E-05	4.39048	0.03947000495	0	HIC
17	ENSG00000126351	THRA	p30000	White blood cell count	4.11E-05	4.38604	0.0398113835	0	HIC
19	ENSG00000130165	ELOF1	p30690	Cholesterol	4.13E-05	4.38417	0.03991889267	0	HIC
2	ENSG00000048991	R3HDM1	p30210	Eosinophill percentage	4.15E-05	4.38208	0.04004707708	0	HIC
17	ENSG00000005102	MEOX1	p30700	Creatinine	4.20E-05	4.37702	0.04045146741	0	HIC
17	ENSG00000129255	MPDU1	p30860	Total protein	4.34E-05	4.36249	0.04176080416	0	HIC
11	ENSG00000160584	SIK3	p30270	Mean sphered cell volume	4.36E-05	4.36063	0.04187304435	0	HIC
17	ENSG00000141505	ASGR1	p30710	C-reactive protein	4.44E-05	4.35263	0.04258349761	0	HIC
17	ENSG00000182557	SPNS3	p30710	C-reactive protein	4.45E-05	4.35182	0.04259505924	0	HIC
17	ENSG00000108349	CASC3	p30190	Monocyte percentage	4.50E-05	4.34637	0.04306438256	0	HIC
2	ENSG00000119777	TMEM214	p30870	Triglycerides	4.52E-05	4.34484	0.04314776661	0	HIC
19	ENSG00000179262	RAD23A	p30870	Triglycerides	4.54E-05	4.34336	0.04322644411	0	HIC
17	ENSG00000131475	VPS25	p30150	Eosinophill count	4.56E-05	4.34125	0.04329972721	0	HIC
17	ENSG00000131477	RAMP2	p30150	Eosinophill count	4.56E-05	4.34125	0.04329972721	0	HIC
12	ENSG00000166987	MBD6	p30110	Platelet distribution width	4.63E-05	4.33464	0.04382532496	0	HIC
12	ENSG00000175197	DDIT3	p30110	Platelet distribution width	4.63E-05	4.33464	0.04382532496	0	HIC
17	ENSG00000174326	SLC16A11	p30870	Triglycerides	4.64E-05	4.3335	0.04387142638	0	HIC
3	ENSG00000145050	MANF	p30210	Eosinophill percentage	4.66E-05	4.33175	0.04397941397	0	HIC
22	ENSG00000133466	C1QTNF6	p30020	Haemoglobin concentration	4.68E-05	4.32953	0.04413551429	0	HIC
1	ENSG00000171806	METTL18	p30770	IGF-1	4.70E-05	4.32818	0.04420363785	0	HIC
19	ENSG00000118156	ZNF541	p30670	Urea	4.72E-05	4.32621	0.04431398852	0	HIC
17	ENSG00000204913	LRRC3C	p30150	Eosinophill count	4.72E-05	4.32574	0.04431398852	0	HIC
8	ENSG00000158856	DMTN	p30270	Mean sphered cell volume	4.74E-05	4.32386	0.04441686451	0	HIC
12	ENSG00000175970	UNC119B	p30290	High light scatter reticulocyte percentage	4.75E-05	4.32338	0.04441686451	0	HIC
2	ENSG00000128713	HOXD11	p30030	Haematocrit percentage	4.81E-05	4.31784	0.04480601834	0	HIC
17	ENSG00000008838	MED24	p30000	White blood cell count	4.81E-05	4.3178	0.04480601834	0	HIC
6	ENSG00000158691	ZSCAN12	p30640	Apolipoprotein B	4.81E-05	4.31757	0.04480601834	0	HIC
7	ENSG00000078487	ZCWPW1	p30070	Red blood cell distribution width	4.83E-05	4.31616	0.04488224682	0	HIC
19	ENSG00000196415	PRTN3	p30120	Lymphocyte count	4.87E-05	4.31254	0.04504903721	0	HIC
19	ENSG00000197561	ELANE	p30120	Lymphocyte count	4.87E-05	4.31254	0.04504903721	0	HIC
19	ENSG00000197766	CFD	p30120	Lymphocyte count	4.87E-05	4.31254	0.04504903721	0	HIC
6	ENSG00000048545	GUCA1A	p30270	Mean sphered cell volume	4.98E-05	4.30244	0.04603815193	0	HIC
6	ENSG00000137225	CAPN11	p30080	Platelet count	5.00E-05	4.30073	0.0461488916	0	HIC
19	ENSG00000125746	EML2	p30640	Apolipoprotein B	5.05E-05	4.29673	0.046504576	0	HIC
17	ENSG00000073605	GSDMB	p30150	Eosinophill count	5.09E-05	4.29358	0.04677148101	0	HIC
5	ENSG00000138829	FBN2	p30070	Red blood cell distribution width	5.10E-05	4.29281	0.04678294641	0	HIC
3	ENSG00000001617	SEMA3F	p30300	High light scatter reticulocyte count	5.16E-05	4.28705	0.04733528878	0	HIC
17	ENSG00000167914	GSDMA	p30150	Eosinophill count	5.26E-05	4.27899	0.04814858192	0	HIC
17	ENSG00000131771	PPP1R1B	p30140	Neutrophill count	5.30E-05	4.27536	0.04847892453	0	HIC
17	ENSG00000188895	MSL1	p30000	White blood cell count	5.45E-05	4.26349	0.04970555585	0	HIC
17	ENSG00000172057	ORMDL3	p30150	Eosinophill count	5.46E-05	4.26319	0.04970555585	0	HIC
2	ENSG00000115590	IL1R2	p30210	Eosinophill percentage	5.49E-05	4.26072	0.0499134295	0	HIC
