CHROM	GENE	GENENAME	TRAIT	TRAITNAME	PVAL	LOG10P	FDR	P<1e-9	ANNOTATION
16	ENSG00000039523	RIPOR1	p30630	Apolipoprotein A	6.21E-06	5.20665	0.009699529802	0	CDS
1	ENSG00000159388	BTG2	p30270	Mean sphered cell volume	6.28E-06	5.20186	0.009787565704	0	CDS
3	ENSG00000163840	DTX3L	p30680	Calcium	6.35E-06	5.19693	0.009879624139	0	CDS
19	ENSG00000080031	PTPRH	p30130	Monocyte count	6.45E-06	5.19011	0.010016082	0	CDS
17	ENSG00000240505	TNFRSF13B	p30750	Glycated haemoglobin (HbA1c)	6.48E-06	5.18861	0.01002231136	0	CDS
16	ENSG00000065054	SLC9A3R2	p30010	Red blood cell count	6.48E-06	5.18812	0.01002231136	0	CDS
16	ENSG00000224578	HNRNPA1L3	p30140	Neutrophill count	6.52E-06	5.18573	0.01004187233	0	CDS
7	ENSG00000164849	GPR146	p30710	C-reactive protein	6.52E-06	5.18556	0.01004187233	0	CDS
10	ENSG00000165406	MARCHF8	p30070	Red blood cell distribution width	6.60E-06	5.1803	0.01014426592	0	CDS
16	ENSG00000103335	PIEZO1	p30010	Red blood cell count	6.83E-06	5.16569	0.01047076063	0	CDS
19	ENSG00000099331	MYO9B	p30080	Platelet count	6.96E-06	5.15714	0.01065804397	0	CDS
8	ENSG00000234616	JRK	p30290	High light scatter reticulocyte percentage	7.09E-06	5.14958	0.01082401653	0	CDS
3	ENSG00000164061	BSN	p30290	High light scatter reticulocyte percentage	7.15E-06	5.14577	0.01089810637	0	CDS
4	ENSG00000285330	ENSG00000285330	p30080	Platelet count	7.17E-06	5.14467	0.01090448824	0	CDS
5	ENSG00000145623	OSMR	p30290	High light scatter reticulocyte percentage	7.24E-06	5.14021	0.01099565686	0	CDS
12	ENSG00000139567	ACVRL1	p30080	Platelet count	7.29E-06	5.13704	0.01105474441	0	CDS
16	ENSG00000103335	PIEZO1	p30290	High light scatter reticulocyte percentage	7.34E-06	5.13431	0.01110293672	0	CDS
19	ENSG00000105550	FGF21	p30670	Urea	7.60E-06	5.119	0.01147912137	0	CDS
19	ENSG00000130158	DOCK6	p30240	Reticulocyte percentage	7.89E-06	5.10277	0.01189326374	0	CDS
8	ENSG00000179091	CYC1	p30210	Eosinophill percentage	8.01E-06	5.09635	0.0120471707	0	CDS
5	ENSG00000174358	SLC6A19	p30010	Red blood cell count	8.05E-06	5.09403	0.01208845183	0	CDS
5	ENSG00000131183	SLC34A1	p30720	Cystatin C	8.15E-06	5.08861	0.01221681239	0	CDS
8	ENSG00000029534	ANK1	p30240	Reticulocyte percentage	8.47E-06	5.07224	0.01266183701	0	CDS
8	ENSG00000197265	GTF2E2	p30770	IGF-1	8.67E-06	5.06186	0.01294336268	0	CDS
12	ENSG00000170633	RNF34	p30110	Platelet distribution width	8.76E-06	5.05763	0.01304515081	0	CDS
12	ENSG00000073060	SCARB1	p30070	Red blood cell distribution width	8.96E-06	5.04761	0.01332424665	0	CDS
6	ENSG00000137198	GMPR	p30280	Immature reticulocyte fraction	8.99E-06	5.04636	0.01332829158	0	CDS
10	ENSG00000155229	MMS19	p30180	Lymphocyte percentage	9.00E-06	5.04583	0.01332829158	0	CDS
12	ENSG00000123405	NFE2	p30190	Monocyte percentage	9.03E-06	5.04454	0.01334266971	0	CDS
21	ENSG00000160255	ITGB2	p30120	Lymphocyte count	9.12E-06	5.04023	0.01342971435	0	CDS
9	ENSG00000136872	ALDOB	p30700	Creatinine	9.13E-06	5.03957	0.01342971435	0	CDS
22	ENSG00000183765	CHEK2	p30140	Neutrophill count	9.14E-06	5.03926	0.01342971435	0	CDS
11	ENSG00000197136	PCNX3	p30700	Creatinine	9.21E-06	5.03592	0.01350800456	0	CDS
12	ENSG00000111252	SH2B3	p30240	Reticulocyte percentage	9.30E-06	5.03167	0.01361529798	0	CDS
2	ENSG00000163162	RNF149	p30650	Aspartate aminotransferase	9.45E-06	5.02475	0.01378902687	0	CDS
3	ENSG00000010282	HHATL	p30130	Monocyte count	9.45E-06	5.02454	0.01378902687	0	CDS
5	ENSG00000154122	ANKH	p30810	Phosphate	9.61E-06	5.0174	0.01399149501	0	CDS
3	ENSG00000164061	BSN	p30300	High light scatter reticulocyte count	9.65E-06	5.01529	0.0140335043	0	CDS
17	ENSG00000180787	ZFP3	p30110	Platelet distribution width	9.76E-06	5.01037	0.01416705704	0	CDS
19	ENSG00000130203	APOE	p30710	C-reactive protein	1.04E-05	4.98405	0.01502431387	0	CDS
4	ENSG00000181004	BBS12	p30210	Eosinophill percentage	1.04E-05	4.98125	0.01509354113	0	CDS
11	ENSG00000152270	PDE3B	p30760	HDL Cholesterol	1.06E-05	4.97481	0.01529076174	0	CDS
5	ENSG00000038427	VCAN	p30190	Monocyte percentage	1.09E-05	4.9643	0.01563646504	0	CDS
16	ENSG00000140961	OSGIN1	p30700	Creatinine	1.11E-05	4.95661	0.01588407414	0	CDS
15	ENSG00000241839	PLEKHO2	p30110	Platelet distribution width	1.11E-05	4.95588	0.01588407414	0	CDS
11	ENSG00000110243	APOA5	p30630	Apolipoprotein A	1.13E-05	4.9467	0.0161936879	0	CDS
8	ENSG00000104320	NBN	p30180	Lymphocyte percentage	1.13E-05	4.94548	0.0162008518	0	CDS
1	ENSG00000151414	NEK7	p30180	Lymphocyte percentage	1.14E-05	4.94492	0.0162008518	0	CDS
6	ENSG00000122194	PLG	p30640	Apolipoprotein B	1.14E-05	4.94192	0.01628343644	0	CDS
17	ENSG00000141736	ERBB2	p30010	Red blood cell count	1.15E-05	4.93925	0.01635406495	0	CDS
22	ENSG00000099940	SNAP29	p30110	Platelet distribution width	1.17E-05	4.93182	0.01660606788	0	CDS
11	ENSG00000167323	STIM1	p30810	Phosphate	1.20E-05	4.92235	0.0169414013	0	CDS
9	ENSG00000137074	APTX	p30020	Haemoglobin concentration	1.20E-05	4.92106	0.01696107116	0	CDS
1	ENSG00000177301	KCNA2	p30070	Red blood cell distribution width	1.21E-05	4.9161	0.01712492361	0	CDS
1	ENSG00000142961	MOB3C	p30110	Platelet distribution width	1.22E-05	4.91418	0.01712549812	0	CDS
3	ENSG00000114270	COL7A1	p30240	Reticulocyte percentage	1.22E-05	4.91394	0.01712549812	0	CDS
10	ENSG00000119919	NKX2-3	p30010	Red blood cell count	1.22E-05	4.91374	0.01712549812	0	CDS
19	ENSG00000198858	R3HDM4	p30240	Reticulocyte percentage	1.24E-05	4.90813	0.01731706187	0	CDS
12	ENSG00000111252	SH2B3	p30010	Red blood cell count	1.26E-05	4.90128	0.01756089312	0	CDS
12	ENSG00000111252	SH2B3	p30190	Monocyte percentage	1.26E-05	4.89981	0.01758896889	0	CDS
14	ENSG00000197324	LRP10	p30070	Red blood cell distribution width	1.29E-05	4.89069	0.01793021703	0	CDS
7	ENSG00000146834	MEPCE	p30110	Platelet distribution width	1.30E-05	4.88605	0.01809056338	0	CDS
12	ENSG00000198353	HOXC4	p30130	Monocyte count	1.31E-05	4.88305	0.01818360601	0	CDS
18	ENSG00000152223	EPG5	p30070	Red blood cell distribution width	1.32E-05	4.88005	0.01827718483	0	CDS
3	ENSG00000164062	APEH	p30030	Haematocrit percentage	1.36E-05	4.86749	0.01878018905	0	CDS
2	ENSG00000242366	UGT1A8	p30660	Direct bilirubin	1.37E-05	4.86241	0.01896758227	0	CDS
12	ENSG00000111252	SH2B3	p30300	High light scatter reticulocyte count	1.38E-05	4.86154	0.01897209754	0	CDS
9	ENSG00000096968	JAK2	p30150	Eosinophill count	1.38E-05	4.86007	0.01900290827	0	CDS
17	ENSG00000236320	SLFN14	p30280	Immature reticulocyte fraction	1.40E-05	4.8549	0.0191966807	0	CDS
16	ENSG00000169344	UMOD	p30010	Red blood cell count	1.40E-05	4.85295	0.01924923843	0	CDS
19	ENSG00000130204	TOMM40	p30640	Apolipoprotein B	1.41E-05	4.85082	0.01931000114	0	CDS
22	ENSG00000203618	GP1BB	p30080	Platelet count	1.42E-05	4.84867	0.01937190715	0	CDS
19	ENSG00000105771	SMG9	p30080	Platelet count	1.44E-05	4.84024	0.0197171339	0	CDS
9	ENSG00000188133	TMEM215	p30270	Mean sphered cell volume	1.45E-05	4.83937	0.01972225253	0	CDS
9	ENSG00000122729	ACO1	p30010	Red blood cell count	1.46E-05	4.83622	0.01983127162	0	CDS
9	ENSG00000136888	ATP6V1G1	p30770	IGF-1	1.47E-05	4.8337	0.01991204771	0	CDS
14	ENSG00000165801	ARHGEF40	p30030	Haematocrit percentage	1.48E-05	4.83096	0.0199848351	0	CDS
14	ENSG00000197249	SERPINA1	p30680	Calcium	1.48E-05	4.83061	0.0199848351	0	CDS
19	ENSG00000213996	TM6SF2	p30690	Cholesterol	1.53E-05	4.81404	0.02070763084	0	CDS
19	ENSG00000187244	BCAM	p30640	Apolipoprotein B	1.54E-05	4.81368	0.02070763084	0	CDS
17	ENSG00000236320	SLFN14	p30240	Reticulocyte percentage	1.55E-05	4.80955	0.02080777105	0	CDS
6	ENSG00000180872	DEFB112	p30150	Eosinophill count	1.55E-05	4.80882	0.02080777105	0	CDS
19	ENSG00000104848	KCNA7	p30700	Creatinine	1.55E-05	4.80872	0.02080777105	0	CDS
2	ENSG00000243910	TUBA4B	p30110	Platelet distribution width	1.55E-05	4.8086	0.02080777105	0	CDS
9	ENSG00000120158	RCL1	p30090	Platelet crit	1.56E-05	4.80761	0.02081960768	0	CDS
1	ENSG00000163554	SPTA1	p30240	Reticulocyte percentage	1.56E-05	4.80618	0.0208526278	0	CDS
19	ENSG00000090013	BLVRB	p30250	Reticulocyte count	1.57E-05	4.80294	0.02097298791	0	CDS
16	ENSG00000131149	GSE1	p30150	Eosinophill count	1.59E-05	4.79915	0.02112083489	0	CDS
10	ENSG00000266412	NCOA4	p30020	Haemoglobin concentration	1.59E-05	4.79729	0.02114250276	0	CDS
8	ENSG00000147443	DOK2	p30120	Lymphocyte count	1.60E-05	4.79723	0.02114250276	0	CDS
3	ENSG00000114656	CFAP92	p30130	Monocyte count	1.60E-05	4.7964	0.02114710525	0	CDS
1	ENSG00000117399	CDC20	p30080	Platelet count	1.60E-05	4.79466	0.02119613617	0	CDS
6	ENSG00000023892	DEF6	p30180	Lymphocyte percentage	1.61E-05	4.79189	0.02129578798	0	CDS
11	ENSG00000160593	JAML	p30130	Monocyte count	1.62E-05	4.79071	0.02131777935	0	CDS
2	ENSG00000205639	MFSD2B	p30750	Glycated haemoglobin (HbA1c)	1.65E-05	4.78289	0.0216686294	0	CDS
8	ENSG00000029534	ANK1	p30250	Reticulocyte count	1.66E-05	4.779	0.02182690448	0	CDS
22	ENSG00000186951	PPARA	p30770	IGF-1	1.67E-05	4.77756	0.02186271415	0	CDS
6	ENSG00000111913	RIPOR2	p30180	Lymphocyte percentage	1.71E-05	4.76734	0.02234586772	0	CDS
11	ENSG00000152270	PDE3B	p30640	Apolipoprotein B	1.73E-05	4.7629	0.02253780335	0	CDS
8	ENSG00000234616	JRK	p30240	Reticulocyte percentage	1.75E-05	4.7577	0.02277126499	0	CDS
8	ENSG00000038945	MSR1	p30770	IGF-1	1.77E-05	4.75112	0.02308043212	0	CDS
8	ENSG00000234616	JRK	p30300	High light scatter reticulocyte count	1.79E-05	4.74731	0.02324294184	0	CDS
17	ENSG00000109062	SLC9A3R1	p30140	Neutrophill count	1.79E-05	4.74663	0.02324294184	0	CDS
1	ENSG00000196754	S100A2	p30200	Neutrophill percentage	1.80E-05	4.74582	0.02324777903	0	CDS
1	ENSG00000158859	ADAMTS4	p30860	Total protein	1.81E-05	4.7419	0.02341979197	0	CDS
13	ENSG00000134873	CLDN10	p30670	Urea	1.84E-05	4.73458	0.02377857274	0	CDS
19	ENSG00000063176	SPHK2	p30180	Lymphocyte percentage	1.85E-05	4.73183	0.02389019621	0	CDS
3	ENSG00000187098	MITF	p30720	Cystatin C	1.89E-05	4.72293	0.02434472249	0	CDS
18	ENSG00000141458	NPC1	p30140	Neutrophill count	1.90E-05	4.72164	0.02437704814	0	CDS
2	ENSG00000158417	EIF5B	p30290	High light scatter reticulocyte percentage	1.94E-05	4.71283	0.02483582395	0	CDS
16	ENSG00000065054	SLC9A3R2	p30030	Haematocrit percentage	1.97E-05	4.70646	0.02516153878	0	CDS
17	ENSG00000173991	TCAP	p30000	White blood cell count	1.99E-05	4.70196	0.02538206696	0	CDS
15	ENSG00000140598	EFL1	p30030	Haematocrit percentage	2.01E-05	4.69681	0.0256429469	0	CDS
1	ENSG00000081248	CACNA1S	p30700	Creatinine	2.02E-05	4.69434	0.02574720178	0	CDS
11	ENSG00000062282	DGAT2	p30630	Apolipoprotein A	2.03E-05	4.69309	0.02577942889	0	CDS
9	ENSG00000214042	IFNA7	p30120	Lymphocyte count	2.05E-05	4.68814	0.02602874589	0	CDS
14	ENSG00000070182	SPTB	p30240	Reticulocyte percentage	2.05E-05	4.6875	0.02602874589	0	CDS
12	ENSG00000188393	CLEC2A	p30660	Direct bilirubin	2.06E-05	4.68583	0.02608674738	0	CDS
5	ENSG00000169220	RGS14	p30750	Glycated haemoglobin (HbA1c)	2.09E-05	4.68072	0.02635286023	0	CDS
8	ENSG00000179091	CYC1	p30150	Eosinophill count	2.13E-05	4.67181	0.02685571492	0	CDS
1	ENSG00000085840	ORC1	p30070	Red blood cell distribution width	2.14E-05	4.66941	0.02696105035	0	CDS
11	ENSG00000171714	ANO5	p30650	Aspartate aminotransferase	2.16E-05	4.665	0.02719243023	0	CDS
10	ENSG00000180644	PRF1	p30200	Neutrophill percentage	2.17E-05	4.66307	0.02726970005	0	CDS
11	ENSG00000110218	PANX1	p30620	Alanine aminotransferase	2.22E-05	4.65459	0.02776283538	0	CDS
17	ENSG00000159202	UBE2Z	p30080	Platelet count	2.26E-05	4.64637	0.0282480446	0	CDS
2	ENSG00000115956	PLEK	p30070	Red blood cell distribution width	2.28E-05	4.64209	0.02848223559	0	CDS
17	ENSG00000005381	MPO	p30000	White blood cell count	2.29E-05	4.64081	0.02851798025	0	CDS
1	ENSG00000177628	GBA	p30010	Red blood cell count	2.29E-05	4.64016	0.02851798025	0	CDS
7	ENSG00000015520	NPC1L1	p30640	Apolipoprotein B	2.32E-05	4.63448	0.02884747211	0	CDS
7	ENSG00000181444	ZNF467	p30180	Lymphocyte percentage	2.35E-05	4.62822	0.02921984166	0	CDS
17	ENSG00000129214	SHBG	p30870	Triglycerides	2.38E-05	4.62305	0.02951897882	0	CDS
2	ENSG00000115520	COQ10B	p30130	Monocyte count	2.39E-05	4.62242	0.02951897882	0	CDS
6	ENSG00000135587	SMPD2	p30240	Reticulocyte percentage	2.40E-05	4.61892	0.02971082406	0	CDS
19	ENSG00000090013	BLVRB	p30260	Mean reticulocyte volume	2.41E-05	4.61823	0.02971112864	0	CDS
12	ENSG00000065361	ERBB3	p30700	Creatinine	2.44E-05	4.61194	0.03006362129	0	CDS
16	ENSG00000103335	PIEZO1	p30240	Reticulocyte percentage	2.44E-05	4.61174	0.03006362129	0	CDS
15	ENSG00000140598	EFL1	p30010	Red blood cell count	2.45E-05	4.6106	0.03009532068	0	CDS
19	ENSG00000104870	FCGRT	p30020	Haemoglobin concentration	2.48E-05	4.60528	0.03041849542	0	CDS
14	ENSG00000165801	ARHGEF40	p30020	Haemoglobin concentration	2.54E-05	4.59588	0.03103541446	0	CDS
3	ENSG00000113851	CRBN	p30650	Aspartate aminotransferase	2.54E-05	4.59512	0.03104119512	0	CDS
11	ENSG00000247595	SPTY2D1OS	p30700	Creatinine	2.55E-05	4.59307	0.03113940989	0	CDS
16	ENSG00000135723	FHOD1	p30270	Mean sphered cell volume	2.59E-05	4.58749	0.0314929526	0	CDS
16	ENSG00000169344	UMOD	p30020	Haemoglobin concentration	2.63E-05	4.58045	0.03195784122	0	CDS
19	ENSG00000125910	S1PR4	p30120	Lymphocyte count	2.66E-05	4.57463	0.0323135094	0	CDS
3	ENSG00000284862	CCDC39	p30620	Alanine aminotransferase	2.67E-05	4.57369	0.0323135094	0	CDS
4	ENSG00000248144	ADH1C	p30670	Urea	2.67E-05	4.57305	0.0323135094	0	CDS
16	ENSG00000213398	LCAT	p30010	Red blood cell count	2.67E-05	4.57295	0.0323135094	0	CDS
3	ENSG00000161204	ABCF3	p30090	Platelet crit	2.69E-05	4.56982	0.03249700983	0	CDS
4	ENSG00000138771	SHROOM3	p30700	Creatinine	2.73E-05	4.56409	0.0328778728	0	CDS
2	ENSG00000115657	ABCB6	p30070	Red blood cell distribution width	2.74E-05	4.562	0.03297975455	0	CDS
1	ENSG00000163554	SPTA1	p30250	Reticulocyte count	2.75E-05	4.56141	0.03297975455	0	CDS
3	ENSG00000114126	TFDP2	p30260	Mean reticulocyte volume	2.75E-05	4.56069	0.03298380938	0	CDS
4	ENSG00000171564	FGB	p30640	Apolipoprotein B	2.76E-05	4.55974	0.03300541717	0	CDS
2	ENSG00000021826	CPS1	p30650	Aspartate aminotransferase	2.77E-05	4.55774	0.03310706331	0	CDS
17	ENSG00000126581	BECN1	p30080	Platelet count	2.82E-05	4.54959	0.03360179779	0	CDS
5	ENSG00000198055	GRK6	p30190	Monocyte percentage	2.82E-05	4.54908	0.03360179779	0	CDS
1	ENSG00000151414	NEK7	p30200	Neutrophill percentage	2.83E-05	4.54887	0.03360179779	0	CDS
3	ENSG00000114270	COL7A1	p30250	Reticulocyte count	2.83E-05	4.54865	0.03360179779	0	CDS
11	ENSG00000149311	ATM	p30090	Platelet crit	2.84E-05	4.54616	0.03374372267	0	CDS
16	ENSG00000140848	CPNE2	p30760	HDL Cholesterol	2.86E-05	4.54408	0.0338543494	0	CDS
11	ENSG00000123892	RAB38	p30680	Calcium	2.87E-05	4.54277	0.03388600872	0	CDS
5	ENSG00000174358	SLC6A19	p30020	Haemoglobin concentration	2.87E-05	4.54236	0.03388600872	0	CDS
11	ENSG00000133805	AMPD3	p30020	Haemoglobin concentration	2.89E-05	4.5387	0.0341212458	0	CDS
19	ENSG00000167772	ANGPTL4	p30760	HDL Cholesterol	2.93E-05	4.53271	0.03454302193	0	CDS
5	ENSG00000145623	OSMR	p30300	High light scatter reticulocyte count	2.94E-05	4.53166	0.03457456799	0	CDS
17	ENSG00000173991	TCAP	p30140	Neutrophill count	2.99E-05	4.52429	0.03511350467	0	CDS
12	ENSG00000111321	LTBR	p30200	Neutrophill percentage	3.04E-05	4.51653	0.03569296069	0	CDS
19	ENSG00000021488	SLC7A9	p30720	Cystatin C	3.08E-05	4.51185	0.03600495644	0	CDS
20	ENSG00000101004	NINL	p30720	Cystatin C	3.08E-05	4.51145	0.03600495644	0	CDS
4	ENSG00000169245	CXCL10	p30120	Lymphocyte count	3.12E-05	4.50542	0.03643308	0	CDS
16	ENSG00000138834	MAPK8IP3	p30010	Red blood cell count	3.13E-05	4.50502	0.03643308	0	CDS
13	ENSG00000123191	ATP7B	p30700	Creatinine	3.17E-05	4.49961	0.03683486942	0	CDS
12	ENSG00000111252	SH2B3	p30020	Haemoglobin concentration	3.20E-05	4.49446	0.03721888371	0	CDS
7	ENSG00000132436	FIGNL1	p30190	Monocyte percentage	3.21E-05	4.49373	0.03722618327	0	CDS
17	ENSG00000196712	NF1	p30650	Aspartate aminotransferase	3.23E-05	4.49053	0.03744593118	0	CDS
4	ENSG00000171564	FGB	p30140	Neutrophill count	3.26E-05	4.48735	0.03766532435	0	CDS
2	ENSG00000115112	TFCP2L1	p30670	Urea	3.29E-05	4.48251	0.03803117461	0	CDS
4	ENSG00000196616	ADH1B	p30770	IGF-1	3.32E-05	4.47905	0.03827883518	0	CDS
3	ENSG00000160796	NBEAL2	p30120	Lymphocyte count	3.34E-05	4.4768	0.03842099727	0	CDS
6	ENSG00000118514	ALDH8A1	p30010	Red blood cell count	3.40E-05	4.46837	0.03910941283	0	CDS
3	ENSG00000164062	APEH	p30750	Glycated haemoglobin (HbA1c)	3.41E-05	4.46781	0.03910941283	0	CDS
10	ENSG00000042286	AIFM2	p30870	Triglycerides	3.41E-05	4.46669	0.03915290882	0	CDS
17	ENSG00000167100	SAMD14	p30110	Platelet distribution width	3.47E-05	4.46023	0.03968146559	0	CDS
15	ENSG00000169018	FEM1B	p30150	Eosinophill count	3.55E-05	4.44938	0.04062583552	0	CDS
6	ENSG00000112077	RHAG	p30270	Mean sphered cell volume	3.58E-05	4.44583	0.04089948469	0	CDS
7	ENSG00000106266	SNX8	p30690	Cholesterol	3.62E-05	4.44182	0.04121870014	0	CDS
11	ENSG00000110713	NUP98	p30150	Eosinophill count	3.62E-05	4.44093	0.04124313508	0	CDS
18	ENSG00000141458	NPC1	p30180	Lymphocyte percentage	3.66E-05	4.43705	0.04154217068	0	CDS
12	ENSG00000177575	CD163	p30630	Apolipoprotein A	3.66E-05	4.43653	0.04154217068	0	CDS
5	ENSG00000178175	ZNF366	p30180	Lymphocyte percentage	3.71E-05	4.43006	0.04203996184	0	CDS
22	ENSG00000186951	PPARA	p30640	Apolipoprotein B	3.72E-05	4.42966	0.04203996184	0	CDS
11	ENSG00000160703	NLRX1	p30260	Mean reticulocyte volume	3.72E-05	4.42947	0.04203996184	0	CDS
3	ENSG00000160796	NBEAL2	p30110	Platelet distribution width	3.75E-05	4.42637	0.04228001892	0	CDS
5	ENSG00000113525	IL5	p30210	Eosinophill percentage	3.78E-05	4.4229	0.04250632936	0	CDS
5	ENSG00000152684	PELO	p30300	High light scatter reticulocyte count	3.78E-05	4.4228	0.04250632936	0	CDS
6	ENSG00000137198	GMPR	p30070	Red blood cell distribution width	3.87E-05	4.41206	0.04350800483	0	CDS
17	ENSG00000141378	PTRH2	p30130	Monocyte count	3.90E-05	4.4087	0.04378301145	0	CDS
2	ENSG00000054219	LY75	p30000	White blood cell count	3.91E-05	4.40746	0.04384529385	0	CDS
12	ENSG00000111252	SH2B3	p30030	Haematocrit percentage	3.93E-05	4.40615	0.04387431688	0	CDS
2	ENSG00000143942	CHAC2	p30260	Mean reticulocyte volume	3.93E-05	4.40593	0.04387431688	0	CDS
5	ENSG00000253537	PCDHGA7	p30130	Monocyte count	3.94E-05	4.40466	0.04394003411	0	CDS
10	ENSG00000266412	NCOA4	p30030	Haematocrit percentage	3.97E-05	4.40157	0.04419074217	0	CDS
6	ENSG00000164626	KCNK5	p30250	Reticulocyte count	4.03E-05	4.39473	0.04482838392	0	CDS
19	ENSG00000105397	TYK2	p30090	Platelet crit	4.07E-05	4.3901	0.04524449535	0	CDS
6	ENSG00000112343	TRIM38	p30000	White blood cell count	4.08E-05	4.38931	0.04526257846	0	CDS
16	ENSG00000213398	LCAT	p30870	Triglycerides	4.10E-05	4.38774	0.04536215796	0	CDS
1	ENSG00000116833	NR5A2	p30870	Triglycerides	4.12E-05	4.38561	0.0455207065	0	CDS
12	ENSG00000111252	SH2B3	p30760	HDL Cholesterol	4.18E-05	4.37884	0.04617056083	0	CDS
8	ENSG00000078668	VDAC3	p30270	Mean sphered cell volume	4.19E-05	4.37808	0.04618619368	0	CDS
17	ENSG00000129657	SEC14L1	p30870	Triglycerides	4.22E-05	4.37485	0.04646544053	0	CDS
12	ENSG00000139083	ETV6	p30690	Cholesterol	4.23E-05	4.3741	0.04648028763	0	CDS
2	ENSG00000158417	EIF5B	p30300	High light scatter reticulocyte count	4.24E-05	4.37314	0.04651771933	0	CDS
1	ENSG00000162511	LAPTM5	p30080	Platelet count	4.32E-05	4.36486	0.04730534301	0	CDS
8	ENSG00000234616	JRK	p30250	Reticulocyte count	4.32E-05	4.36463	0.04730534301	0	CDS
17	ENSG00000141736	ERBB2	p30700	Creatinine	4.33E-05	4.36309	0.04740698827	0	CDS
3	ENSG00000164061	BSN	p30240	Reticulocyte percentage	4.36E-05	4.36026	0.04765027214	0	CDS
7	ENSG00000127948	POR	p30870	Triglycerides	4.41E-05	4.35575	0.04808053063	0	CDS
11	ENSG00000148935	GAS2	p30630	Apolipoprotein A	4.42E-05	4.35445	0.04815750334	0	CDS
6	ENSG00000023892	DEF6	p30200	Neutrophill percentage	4.44E-05	4.35226	0.04833364158	0	CDS
1	ENSG00000175279	CENPS	p30710	C-reactive protein	4.47E-05	4.34967	0.04855521832	0	CDS
2	ENSG00000068724	TTC7A	p30280	Immature reticulocyte fraction	4.48E-05	4.34843	0.04862651473	0	CDS
2	ENSG00000248672	LY75-CD302	p30190	Monocyte percentage	4.55E-05	4.34213	0.04926871213	0	CDS
12	ENSG00000123329	ARHGAP9	p30130	Monocyte count	4.60E-05	4.33723	0.0497588243	0	CDS
